Bigram,Frequency
"('soon', 'olympics2024')",1
"('olympics2024', 'believe')",1
"('hamburg', 'face')",1
"('face', 'paris')",1
"('paris', 'rome')",1
"('rome', 'la')",1
"('la', 'budapest')",1
"('budapest', 'olympic')",1
"('olympics2024', 'la2024')",1
"('la2024', 'bid')",1
"('bid', 'unveils')",1
"('unveils', 'logo')",1
"('agora', 'quem')",1
"('thessaloniki2024', 'olympics2024')",1
"('wewantroma', 'roma2024')",1
"('olympics2024', 'elbphilharmonie')",1
"('roma2024', 'rome2024')",1
"('rome2024', 'olympics')",1
"('olympics2024', 'olimpiadi2024')",1
"('maligno', 'torres')",1
"('torres', 'ser')",1
"('el', 'abanderado')",1
"('abanderado', 'juegos')",1
"('give', 'joy')",1
"('cityofla', 'council')",1
"('council', 'vote')",1
"('vote', 'give')",1
"('give', 'go')",1
"('go', 'ahead')",1
"('ahead', 'losangeles')",1
"('losangeles', 'pursue')",1
"('pursue', 'olympic')",1
"('unfassbar', 'wtfparalympics2024')",1
"('wtfparalympics2024', 'bid')",1
"('snapshot', 'kunsthallehh')",1
"('kunsthallehh', 'ceo')",1
"('ceo', 'diedanas')",1
"('diedanas', 'jimrakete')",1
"('jimrakete', 'olympics2024')",1
"('motion', 'jeux')",1
"('rassembler', 'pour')",1
"('getting', '🌎')",1
"('france', '🥇')",1
"('puntos', 'los')",1
"('varonil', 'con')",1
"('individual', 'varonil')",1
"('conquista', 'bronce')",1
"('osmardiver05', 'conquista')",1
"('look', '👥')",1
"('comeback', 'v')",1
"('v', 'serbia')",1
"('serbia', 'usabasketball')",1
"('usabasketball', 'face')",1
"('face', 'france')",1
"('🥇', 'tomorrow')",1
"('franais', 'rassembler')",1
"('olmpico', 'osmar')",1
"('cape', 'verdes')",1
"('verdes', 'david')",1
"('david', 'pina')",1
"('pina', 'became')",1
"('athlete', 'country')",1
"('country', '🏆')",1
"('olympic', 'medalhe')",1
"('medalhe', 'told')",1
"('told', 'bbc')",1
"('bbc', 'made')",1
"('los', 'juegosolmpicos')",1
"('juegosolmpicos', 'paris2024segundo')",1
"('paris2024segundo', 'clavadista')",1
"('desde', 'joaqun')",1
"('instead', 'hosting')",1
"('hosting', 'actually')",1
"('actually', 'invest')",1
"('invest', 'public')",1
"('public', 'transit')",1
"('transit', 'mbta')",1
"('ready', 'joint')",1
"('joint', 'sf')",1
"('sf', 'play')",1
"('play', 'olympics2024')",1
"('la', 'mayor')",1
"('mayor', 'ericgarcetti')",1
"('ericgarcetti', 'want')",1
"('bostonolympics', 'committee')",1
"('committee', 'check')",1
"('check', 'mbta')",1
"('mbta', 'alert')",1
"('alert', 'feed')",1
"('feed', 'reason')",1
"('reason', 'shouldnt')",1
"('shouldnt', 'host')",1
"('host', 'nobostonolympics')",1
"('joaqun', 'capilla')",1
"('made', 'far')",1
"('far', 'paris2024')",1
"('rough', 'nellykorda')",1
"('graceful', 'statement')",1
"('mother', 'give')",1
"('workonly', 'mother')",1
"('hard', 'workonly')",1
"('lot', 'hard')",1
"('go', 'lot')",1
"('child', 'everyone')",1
"('also', 'child')",1
"('got', '🥇')",1
"('guy', 'got')",1
"('silver', 'guy')",1
"('let', 'dog')",1
"('dog', 'parisolympics')",1
"('day', 'setting')",1
"('📈', 'gretchen')",1
"('walsh', 'secures')",1
"('secures', 'place')",1
"('place', 'parisolympics')",1
"('woman', 'butterfly')",1
"('butterfly', 'swimtrials24')",1
"('making', '👥')",1
"('👥', 'biggest')",1
"('biggest', 'goal')",1
"('goal', 'getting')",1
"('give', 'graceful')",1
"('statement', '🥇')",1
"('nellykorda', 'hungry')",1
"('gracias', 'aflimaoficial')",1
"('hungry', '🥇')",1
"('water', 'sport')",1
"('sport', 'scope')",1
"('scope', 'meshcapades')",1
"('meshcapades', 'upcoming')",1
"('upcoming', 'markerless')",1
"('mocap', 'release')",1
"('release', 'folk')",1
"('folk', 'wanted')",1
"('wanted', 'u')",1
"('u', 'test')",1
"('test', 'zuckerberg')",1
"('zuckerberg', 'video')",1
"('video', 'gomocapade')",1
"('gomocapade', 'surfing')",1
"('surfing', 'wakesurfing')",1
"('wakesurfing', 'olympics2024markerless')",1
"('olympics2024markerless', 'mocap')",1
"('esports', 'olympicgames')",1
"('dota2', 'esports')",1
"('leaugeoflegends', 'dota2')",1
"('j', 'moment')",1
"('aflimaoficial', 'jours')",1
"('city', 'instead')",1
"('class', 'city')",1
"('considered', '🌎')",1
"('juventus', 'olympics2024')",1
"('sasa', 'maheshbabu')",1
"('maheshbabu', 'ar')",1
"('ceremonyread', 'olympics')",1
"('closing', 'ceremonyread')",1
"('🎮', 'closing')",1
"('delegation', 'olympic')",1
"('indian', 'delegation')",1
"('flagbearers', 'indian')",1
"('shooter', 'flagbearers')",1
"('celebrated', 'shooter')",1
"('manubhaker', 'celebrated')",1
"('accompany', 'manubhaker')",1
"('goalkeeper', 'accompany')",1
"('hockey', 'goalkeeper')",1
"('renowned', 'hockey')",1
"('prsreejesh', 'renowned')",1
"('aura', 'ce')",1
"('le', 'aura')",1
"('jeuxolympiques', 'le')",1
"('ce', 'jeuxolympiques')",1
"('community', 'mtgs')",1
"('mtgs', 'possibility')",1
"('possibility', 'boston')",1
"('olympics2024', 'sasa')",1
"('misiniz', 'juventus')",1
"('boston', 'running')",1
"('gelir', 'misiniz')",1
"('propose', 'tous')",1
"('qui', 'propose')",1
"('francetele', 'qui')",1
"('signature', 'francetele')",1
"('film', 'signature')",1
"('notre', 'film')",1
"('citoyens', 'notre')",1
"('jeux', 'citoyens')",1
"('regardez', 'aux')",1
"('athlete', 'worldnews')",1
"('purpletrack', 'athlete')",1
"('france', 'purpletrack')",1
"('📈', 'summer')",1
"('try', 'set')",1
"('athlete', 'try')",1
"('purple', 'olympics')",1
"('seeing', 'purple')",1
"('fan', 'seeing')",1
"('son', 'kiiye')",1
"('kiiye', 'ihtiyacmz')",1
"('ihtiyacmz', 'var')",1
"('var', 'acil')",1
"('acil', 'gelir')",1
"('boston', 'hosting')",1
"('running', 'host')",1
"('want', 'considered')",1
"('oprtunty', 'fr')",1
"('india', 'gnrtng')",1
"('gnrtng', 'revenuegiving')",1
"('revenuegiving', 'indian')",1
"('sport', 'necessary')",1
"('necessary', 'boost')",1
"('boost', 'ioc')",1
"('ioc', 'reconsider')",1
"('reconsider', 'decision')",1
"('w', 'senstan')",1
"('senstan', 'olympics2024')",1
"('olympics2024', 'lottery')",1
"('lottery', 'mapoli')",1
"('india', 'thomasbach')",1
"('thomasbach', 'olympics2024')",1
"('india', 'exploring')",1
"('exploring', 'possibility')",1
"('possibility', 'bidding')",1
"('bidding', 'olympics2024')",1
"('losangeles', 'bayarea')",1
"('bayarea', 'eying')",1
"('eying', 'joint')",1
"('joint', 'bid')",1
"('boston', 'want')",1
"('fr', 'india')",1
"('golden', 'oprtunty')",1
"('host', 'olympics2024must')",1
"('b', 'golden')",1
"('olympics2024must', 'say')",1
"('say', 'sad')",1
"('sad', 'city')",1
"('city', 'never')",1
"('never', 'embraced')",1
"('embraced', 'global')",1
"('global', 'idea')",1
"('shiney', 'row')",1
"('row', 'sunderland')",1
"('sunderland', 'look')",1
"('look', 'itd')",1
"('itd', 'fit')",1
"('fit', 'bill')",1
"('bill', 'olympics2024')",1
"('yes', 'mr')",1
"('mr', 'narendramodi')",1
"('narendramodi', 'india')",1
"('india', 'dare')",1
"('dare', 'host')",1
"('olympics2024', 'raghavbahlmakes')",1
"('raghavbahlmakes', 'case')",1
"('hosting', 'wud')",1
"('wud', 'b')",1
"('guerra', 'inpermettere')",1
"('di', 'guerra')",1
"('crimini', 'di')",1
"('meeting', 'preparation')",1
"('correspondent', 'tapasjournalist')",1
"('championshipsour', 'correspondent')",1
"('🌎', 'championshipsour')",1
"('men', '🌎')",1
"('sign', 'men')",1
"('nishant', 'sign')",1
"('watch', 'deepak')",1
"('mediasai', 'headquarteryasministry')",1
"('asiangames', 'parisolympics')",1
"('upcoming', 'asiangames')",1
"('preparation', 'upcoming')",1
"('review', 'meeting')",1
"('event', 'worldrowing')",1
"('hold', 'review')",1
"('ianuragthakur', 'hold')",1
"('seen', 'parisolympics')",1
"('lovesit', 'seen')",1
"('commercial', 'lovesit')",1
"('nbcolympics', 'commercial')",1
"('set', 'nbcolympics')",1
"('blast', 'set')",1
"('👑', 'made')",1
"('made', 'silver')",1
"('silver', 'feel')",1
"('tapasjournalist', 'exclusive')",1
"('exclusive', 'conversation')",1
"('conversation', 'deepak')",1
"('nishant', 'preparation')",1
"('chief', 'thomas')",1
"('committee', 'chief')",1
"('international', 'olympic')",1
"('afiindiaweareteamindia', 'indiannavymedia')",1
"('parisolympicsindiasports', 'afiindiaweareteamindia')",1
"('qualified', 'parisolympicsindiasports')",1
"('championship', 'qualified')",1
"('national', 'championship')",1
"('📈', 'national')",1
"('created', 'new')",1
"('recently', 'created')",1
"('akshdeep', 'recently')",1
"('silver', 'netherlands')",1
"('netherlands', 'strong')",1
"('strong', 'showing')",1
"('showing', 'dutch')",1
"('dutch', 'crew')",1
"('crew', 'take')",1
"('place', 'rowing')",1
"('rowing', 'woman')",1
"('woman', 'quadruple')",1
"('quadruple', 'scullsnocnsf')",1
"('scullsnocnsf', 'worldrowing')",1
"('feel', 'goldparisolympics')",1
"('tell', 'morewatch')",1
"('competeeriknjoka', 'tell')",1
"('boycott', 'call')",1
"('nation', 'issue')",1
"('baltic', 'nation')",1
"('poland', 'baltic')",1
"('congratulation', 'ferdinand')",1
"('ferdinand', 'omanyala')",1
"('omanyala', 'heat')",1
"('heat', 'men')",1
"('coming', 'time')",1
"('time', 'witness')",1
"('witness', 'king')",1
"('king', 'neeraj')",1
"('action', 'follow')",1
"('powered', 'thebharatarmyneerajchopra')",1
"('thebharatarmyneerajchopra', 'athletics')",1
"('paris2024', 'sou')",1
"('le', 'fentres')",1
"('fentres', 'usembassyfrance')",1
"('przemyslaw', 'zamojski')",1
"('zamojski', 'poland')",1
"('poland', 'hero')",1
"('hero', 'make')",1
"('make', 'second')",1
"('second', 'olympic')",1
"('issue', 'boycott')",1
"('call', 'summer')",1
"('athlete', 'competeeriknjoka')",1
"('summer', 'gamesthe')",1
"('russian', 'athlete')",1
"('pariswill', 'russian')",1
"('flame', 'sailed')",1
"('sailed', 'france')",1
"('france', 'board')",1
"('board', 'threemasted')",1
"('threemasted', 'ship')",1
"('ship', 'mark')",1
"('mark', 'final')",1
"('final', 'sprint')",1
"('sprint', 'preparation')",1
"('preparation', 'ahead')",1
"('ahead', 'olympicgames')",1
"('olympicgames', 'opening')",1
"('ceremony', 'july')",1
"('competing', 'pariswill')",1
"('player', 'competing')",1
"('belarusian', 'player')",1
"('russian', 'belarusian')",1
"('opposition', 'russian')",1
"('united', 'opposition')",1
"('country', 'united')",1
"('gamesthe', 'country')",1
"('bach', 'urge')",1
"('rowing', 'event')",1
"('russell', 'kevindurant')",1
"('tabletennis', 'ttfi')",1
"('quarterfinal', 'live')",1
"('live', 'paris2024')",1
"('grab', 'want')",1
"('want', 'miss')",1
"('miss', 'catch')",1
"('catch', 'action')",1
"('action', 'live')",1
"('live', 'right')",1
"('right', 'olympicqualifiers')",1
"('youth', 'affair')",1
"('ttfi', 'parisolympics')",1
"('wttstarcontender', 'tabletennis')",1
"('scull', 'first')",1
"('wtt', 'wttstarcontender')",1
"('manikabatra', 'wtt')",1
"('story', 'manikabatra')",1
"('batraread', 'ani')",1
"('paris', 'batraread')",1
"('hard', '🏆')",1
"('strive', 'hard')",1
"('fbliveparisolympics', 'boycott')",1
"('wions', 'fbliveparisolympics')",1
"('ist', 'wions')",1
"('pm', 'ist')",1
"('woman', 'quarterfinal')",1
"('affair', 'sport')",1
"('sport', 'minister')",1
"('ianuragthakur', 'chaired')",1
"('football', 'qualifier')",1
"('olympics', 'woman')",1
"('twice', 'day')",1
"('kyrgyzstan', 'twice')",1
"('play', 'kyrgyzstan')",1
"('india', 'play')",1
"('roadmap', 'parisolympics')",1
"('detail', 'roadmap')",1
"('discussed', 'detail')",1
"('association', 'discussed')",1
"('mediasai', 'indian')",1
"('ministry', 'mediasai')",1
"('representative', 'ministry')",1
"('attended', 'representative')",1
"('meeting', 'attended')",1
"('olympicsthe', 'meeting')",1
"('paris', 'olympicsthe')",1
"('upcoming', 'paris')",1
"('meeting', 'upcoming')",1
"('committee', 'meeting')",1
"('highlevel', 'committee')",1
"('first', 'highlevel')",1
"('chaired', 'first')",1
"('view', 'pm')",1
"('olympicsshare', 'view')",1
"('paris', 'olympicsshare')",1
"('mean', 'everything')",1
"('🌎', 'meteammates')",1
"('meteammates', 'best')",1
"('best', 'friend')",1
"('friend', 'kassidy')",1
"('cook', 'sarah')",1
"('bacon', 'earned')",1
"('earned', 'chance')",1
"('chance', 'compete')",1
"('compete', 'together')",1
"('together', 'parisolympics')",1
"('gamesdiggysinghdeo', 'tell')",1
"('paris', 'gamesdiggysinghdeo')",1
"('boycotting', 'paris')",1
"('threat', 'boycotting')",1
"('drop', 'threat')",1
"('ukraine', 'drop')",1
"('urge', 'ukraine')",1
"('bronze', 'poland')",1
"('poland', 'clinch')",1
"('🏅', 'rowing')",1
"('rowing', 'men')",1
"('men', 'quadruple')",1
"('quadruple', 'scull')",1
"('everything', '🌎')",1
"('men', 'free')",1
"('boycott', 'paris')",1
"('cowbell', 'u')",1
"('wongs', 'story')",1
"('learn', 'wongs')",1
"('video', 'learn')",1
"('check', 'video')",1
"('banan', 'check')",1
"('lady', 'banan')",1
"('chiuwai', 'lady')",1
"('wong', 'chiuwai')",1
"('parisolympics', 'wong')",1
"('preparing', 'compete')",1
"('actively', 'preparing')",1
"('breakdancers', 'actively')",1
"('young', 'breakdancers')",1
"('group', 'young')",1
"('kong', 'group')",1
"('hong', 'kong')",1
"('olympics', 'hong')",1
"('debut', 'paris')",1
"('historic', 'debut')",1
"('make', 'historic')",1
"('video', 'visit')",1
"('tell', 'video')",1
"('need', 'cowbell')",1
"('olympic', 'appearance')",1
"('appearance', 'paris2024')",1
"('olympian', 'include')",1
"('fourth', '🥇')",1
"('🏅', 'national')",1
"('olympics', 'abhinavbindra')",1
"('👥', 'celebrates')",1
"('👑', 'u')",1
"('gymnastics', 'paris2024')",1
"('teamusa', 'gymnastics')",1
"('tally', 'teamusa')",1
"('add', '🥇')",1
"('bile', 'add')",1
"('event', 'simone')",1
"('usa', 'event')",1
"('👥', 'fourth')",1
"('include', 'ultimate')",1
"('choice', 'try')",1
"('james', 'choice')",1
"('🎮', 'lebron')",1
"('matter', 'olympics')",1
"('insatiable', 'doesnt')",1
"('hunger', 'insatiable')",1
"('📈', 'hunger')",1
"('ring', '🏅')",1
"('curseevery', 'ring')",1
"('winner', 'curseevery')",1
"('shareparis2024', 'gaza')",1
"('india', 'wrestling')",1
"('parisolympics', 'india')",1
"('vthamizhgigital', 'vineshphogat')",1
"('vthamizh', 'vthamizhgigital')",1
"('value', 'coveted')",1
"('coveted', 'prize')",1
"('prize', 'olympics2024')",1
"('goldmedal', 'athletevalue')",1
"('speaks', 'revsportz')",1
"('grajaraman', 'speaks')",1
"('important', 'grajaraman')",1
"('racewalk', 'important')",1
"('km', 'racewalk')",1
"('priyankagoswam', 'km')",1
"('singh', 'priyankagoswam')",1
"('qualification', 'akashdeep')",1
"('artisticgymnastics', 'paris2024')",1
"('gymnastics', 'artisticgymnastics')",1
"('timebrasil', 'gymnastics')",1
"('👥', 'timebrasil')",1
"('welldeserved', 'third')",1
"('brazil', 'welldeserved')",1
"('go', 'brazil')",1
"('usagymparis2024', 'olympicgames')",1
"('nbcolympics', 'usagymparis2024')",1
"('olympics', 'nbcolympics')",1
"('anthem', 'olympics')",1
"('donate', 'shareparis2024')",1
"('get', 'donate')",1
"('help', 'get')",1
"('ceremony', 'quelques')",1
"('de', 'louverture')",1
"('louverture', 'un')",1
"('un', 'porteur')",1
"('porteur', 'flamme')",1
"('flamme', 'un')",1
"('peu', 'particulier')",1
"('particulier', 'dans')",1
"('le', 'rue')",1
"('rue', 'pyeongchang2018')",1
"('parade', 'nation')",1
"('opening', 'parade')",1
"('history', 'opening')",1
"('giannisan34', 'make')",1
"('nothingas', 'giannisan34')",1
"('regret', 'nothingas')",1
"('everything', 'regret')",1
"('give', 'everything')",1
"('teamireland', 'worldaquatics')",1
"('freestyle', 'teamireland')",1
"('wiffen', 'take')",1
"('olympicrecorddaniel', 'wiffen')",1
"('embiid', 'paris2024')",1
"('fayeyokoinkorea', 'embiid')",1
"('heures', 'de')",1
"('hour', 'opening')",1
"('please', 'help')",1
"('olympicflame', 'hour')",1
"('u', 'please')",1
"('following', 'u')",1
"('death', 'following')",1
"('chair', 'death')",1
"('sleep', 'chair')",1
"('near', 'sleep')",1
"('fell', 'near')",1
"('child', 'fell')",1
"('killed', 'child')",1
"('almost', 'killed')",1
"('rocket', 'almost')",1
"('fragment', 'rocket')",1
"('give', 'even')",1
"('give', 'give')",1
"('mean', 'give')",1
"('see', 'mean')",1
"('flagbearer', 'see')",1
"('nation', 'flagbearer')",1
"('paris2024', 'ocog')",1
"('ocog', 'president')",1
"('president', 'tonyestanguet')",1
"('tonyestanguet', 'carried')",1
"('carried', 'olympicflame')",1
"('actual', 'value')",1
"('honor', 'actual')",1
"('glory', 'honor')",1
"('vous', 'prsente')",1
"('parisolympics', 'worldchampionships')",1
"('phryge', 'olympique')",1
"('olympique', 'la')",1
"('phryge', 'paralympique')",1
"('paralympique', 'le')",1
"('le', 'mascottes')",1
"('mascottes', 'sportives')",1
"('sportives', 'ftardes')",1
"('ftardes', 'et')",1
"('et', 'franaises')",1
"('franaises', 'olympic')",1
"('olympic', 'phryge')",1
"('phryge', 'paralympic')",1
"('paralympic', 'phrygethe')",1
"('phrygethe', 'paris2024')",1
"('paris2024', 'mascot')",1
"('mascot', 'sporty')",1
"('sporty', 'love')",1
"('love', 'party')",1
"('party', 'french')",1
"('romanaisarkhan', 'jainendrakumar')",1
"('jainendrakumar', 'yusneylysguzman')",1
"('true', 'privilege')",1
"('prsente', 'la')",1
"('almost', 'paris2024')",1
"('represent', 'srb')",1
"('paris', 'almost')",1
"('ultimate', 'football')",1
"('football', 'starting')",1
"('starting', 'xi')",1
"('xi', 'usainbolt')",1
"('usainbolt', 'check')",1
"('check', 'line')",1
"('line', 'wont')",1
"('wont', 'disappointed')",1
"('disappointed', 'mark')",1
"('mark', 'calendar')",1
"('calendar', 'olympic')",1
"('football', 'kick')",1
"('kick', 'le')",1
"('le', 'week')",1
"('week', 'olympics')",1
"('paris2024', 'socceraid')",1
"('week', 'today')",1
"('day', 'time')",1
"('time', 'next')",1
"('next', 'friday')",1
"('friday', 'way')",1
"('way', 'say')",1
"('say', 'paris')",1
"('privilege', 'represent')",1
"('srb', 'olympics')",1
"('moreparisolympics2024', 'neerajchopra')",1
"('far', 'hasnt')",1
"('time', 'ive')",1
"('ive', 'seen')",1
"('seen', 'heard')",1
"('heard', 'heard')",1
"('heard', 'shes')",1
"('shes', 'come')",1
"('come', 'supportive')",1
"('supportive', 'diplomatic')",1
"('diplomatic', 'authoritative')",1
"('authoritative', 'calm')",1
"('calm', 'olympics2024')",1
"('neerajchopra', 'take')",1
"('take', 'field')",1
"('field', 'today')",1
"('today', 'hoping')",1
"('hoping', 'create')",1
"('create', 'history')",1
"('becoming', 'indian')",1
"('🏆', 'multiple')",1
"('multiple', 'individual')",1
"('individual', '🥇')",1
"('🏅', 'olympicsvisit')",1
"('olympicsvisit', 'moreparisolympics2024')",1
"('hasnt', 'time')",1
"('mission', 'far')",1
"('olympics', 'thank')",1
"('chef', 'mission')",1
"('thank', 'everyone')",1
"('everyone', 'helped')",1
"('helped', 'u')",1
"('u', 'come')",1
"('together', 'magic')",1
"('magic', 'sport')",1
"('know', 'heart')",1
"('heart', 'gave')",1
"('gave', 'everything')",1
"('everything', 'fight')",1
"('fight', '🏅')",1
"('🏅', 'im')",1
"('im', 'looking')",1
"('forward', 'coming')",1
"('stronger', 'paris2024')",1
"('paris2024', 'tennis')",1
"('thumsupofficial', 'athletics')",1
"('afiindia', 'thumsupofficial')",1
"('revsportz', 'afiindia')",1
"('anna', 'meares')",1
"('meares', 'really')",1
"('really', 'exemplary')",1
"('exemplary', 'chef')",1
"('qualifier', 'start')",1
"('start', 'tomorrow')",1
"('tomorrow', 'back')",1
"('hungary', 'katrin')",1
"('dtail', 'du')",1
